station_id,stationname,year,month,week,weekly_ridership,monthly_ridership,yearly_ridership
40010,Austin-Forest Park,2001,1,1,6811,37193,466261
40010,Austin-Forest Park,2001,1,2,8574,37193,466261
40010,Austin-Forest Park,2001,1,3,8278,37193,466261
40010,Austin-Forest Park,2001,1,4,8863,37193,466261
40010,Austin-Forest Park,2001,1,5,4667,37193,466261
40010,Austin-Forest Park,2001,2,5,4095,34714,466261
40010,Austin-Forest Park,2001,2,6,8926,34714,466261
40010,Austin-Forest Park,2001,2,7,8749,34714,466261
40010,Austin-Forest Park,2001,2,8,8254,34714,466261
40010,Austin-Forest Park,2001,2,9,4690,34714,466261
40010,Austin-Forest Park,2001,3,9,4269,39576,466261
40010,Austin-Forest Park,2001,3,10,8961,39576,466261
40010,Austin-Forest Park,2001,3,11,8790,39576,466261
40010,Austin-Forest Park,2001,3,12,9123,39576,466261
40010,Austin-Forest Park,2001,3,13,8433,39576,466261
40010,Austin-Forest Park,2001,4,13,441,37860,466261
40010,Austin-Forest Park,2001,4,14,9052,37860,466261
40010,Austin-Forest Park,2001,4,15,8603,37860,466261
40010,Austin-Forest Park,2001,4,16,8872,37860,466261
40010,Austin-Forest Park,2001,4,17,9320,37860,466261
40010,Austin-Forest Park,2001,4,18,1572,37860,466261
40010,Austin-Forest Park,2001,5,18,8103,41390,466261
40010,Austin-Forest Park,2001,5,19,9305,41390,466261
40010,Austin-Forest Park,2001,5,20,9527,41390,466261
40010,Austin-Forest Park,2001,5,21,9108,41390,466261
40010,Austin-Forest Park,2001,5,22,5347,41390,466261
40010,Austin-Forest Park,2001,6,22,2854,41431,466261
40010,Austin-Forest Park,2001,6,23,9804,41431,466261
40010,Austin-Forest Park,2001,6,24,9576,41431,466261
40010,Austin-Forest Park,2001,6,25,9617,41431,466261
40010,Austin-Forest Park,2001,6,26,9580,41431,466261
40010,Austin-Forest Park,2001,7,26,767,41698,466261
40010,Austin-Forest Park,2001,7,27,9807,41698,466261
40010,Austin-Forest Park,2001,7,28,9424,41698,466261
40010,Austin-Forest Park,2001,7,29,9242,41698,466261
40010,Austin-Forest Park,2001,7,30,9386,41698,466261
40010,Austin-Forest Park,2001,7,31,3072,41698,466261
40010,Austin-Forest Park,2001,8,31,5919,41054,466261
40010,Austin-Forest Park,2001,8,32,8830,41054,466261
40010,Austin-Forest Park,2001,8,33,8780,41054,466261
40010,Austin-Forest Park,2001,8,34,9221,41054,466261
40010,Austin-Forest Park,2001,8,35,8304,41054,466261
40010,Austin-Forest Park,2001,9,35,1344,37093,466261
40010,Austin-Forest Park,2001,9,36,9332,37093,466261
40010,Austin-Forest Park,2001,9,37,9265,37093,466261
40010,Austin-Forest Park,2001,9,38,8007,37093,466261
40010,Austin-Forest Park,2001,9,39,9145,37093,466261
40010,Austin-Forest Park,2001,10,40,9483,42441,466261
40010,Austin-Forest Park,2001,10,41,9311,42441,466261
40010,Austin-Forest Park,2001,10,42,9770,42441,466261
40010,Austin-Forest Park,2001,10,43,9073,42441,466261
40010,Austin-Forest Park,2001,10,44,4804,42441,466261
40010,Austin-Forest Park,2001,11,44,4425,38051,466261
40010,Austin-Forest Park,2001,11,45,9348,38051,466261
40010,Austin-Forest Park,2001,11,46,9267,38051,466261
40010,Austin-Forest Park,2001,11,47,7082,38051,466261
40010,Austin-Forest Park,2001,11,48,7929,38051,466261
40010,Austin-Forest Park,2001,12,1,784,33760,466261
40010,Austin-Forest Park,2001,12,48,1295,33760,466261
40010,Austin-Forest Park,2001,12,49,9159,33760,466261
40010,Austin-Forest Park,2001,12,50,8960,33760,466261
40010,Austin-Forest Park,2001,12,51,8655,33760,466261
40010,Austin-Forest Park,2001,12,52,4907,33760,466261
40010,Austin-Forest Park,2002,1,1,5299,37703,491132
40010,Austin-Forest Park,2002,1,2,8843,37703,491132
40010,Austin-Forest Park,2002,1,3,8715,37703,491132
40010,Austin-Forest Park,2002,1,4,8428,37703,491132
40010,Austin-Forest Park,2002,1,5,6418,37703,491132
40010,Austin-Forest Park,2002,2,5,2628,35387,491132
40010,Austin-Forest Park,2002,2,6,8973,35387,491132
40010,Austin-Forest Park,2002,2,7,8900,35387,491132
40010,Austin-Forest Park,2002,2,8,8699,35387,491132
40010,Austin-Forest Park,2002,2,9,6187,35387,491132
40010,Austin-Forest Park,2002,3,9,2548,37225,491132
40010,Austin-Forest Park,2002,3,10,8536,37225,491132
40010,Austin-Forest Park,2002,3,11,9486,37225,491132
40010,Austin-Forest Park,2002,3,12,8581,37225,491132
40010,Austin-Forest Park,2002,3,13,8074,37225,491132
40010,Austin-Forest Park,2002,4,14,8746,39834,491132
40010,Austin-Forest Park,2002,4,15,9171,39834,491132
40010,Austin-Forest Park,2002,4,16,9252,39834,491132
40010,Austin-Forest Park,2002,4,17,9457,39834,491132
40010,Austin-Forest Park,2002,4,18,3208,39834,491132
40010,Austin-Forest Park,2002,5,18,6118,41220,491132
40010,Austin-Forest Park,2002,5,19,9135,41220,491132
40010,Austin-Forest Park,2002,5,20,9283,41220,491132
40010,Austin-Forest Park,2002,5,21,9468,41220,491132
40010,Austin-Forest Park,2002,5,22,7216,41220,491132
40010,Austin-Forest Park,2002,6,22,1701,41174,491132
40010,Austin-Forest Park,2002,6,23,9763,41174,491132
40010,Austin-Forest Park,2002,6,24,9499,41174,491132
40010,Austin-Forest Park,2002,6,25,9949,41174,491132
40010,Austin-Forest Park,2002,6,26,10262,41174,491132
40010,Austin-Forest Park,2002,7,27,9983,43924,491132
40010,Austin-Forest Park,2002,7,28,9501,43924,491132
40010,Austin-Forest Park,2002,7,29,9960,43924,491132
40010,Austin-Forest Park,2002,7,30,9531,43924,491132
40010,Austin-Forest Park,2002,7,31,4949,43924,491132
40010,Austin-Forest Park,2002,8,31,4665,43254,491132
40010,Austin-Forest Park,2002,8,32,9501,43254,491132
40010,Austin-Forest Park,2002,8,33,9943,43254,491132
40010,Austin-Forest Park,2002,8,34,9582,43254,491132
40010,Austin-Forest Park,2002,8,35,9563,43254,491132
40010,Austin-Forest Park,2002,9,35,659,44004,491132
40010,Austin-Forest Park,2002,9,36,9504,44004,491132
40010,Austin-Forest Park,2002,9,37,10622,44004,491132
40010,Austin-Forest Park,2002,9,38,10545,44004,491132
40010,Austin-Forest Park,2002,9,39,10811,44004,491132
40010,Austin-Forest Park,2002,9,40,1863,44004,491132
40010,Austin-Forest Park,2002,10,40,8921,48370,491132
40010,Austin-Forest Park,2002,10,41,11017,48370,491132
40010,Austin-Forest Park,2002,10,42,10399,48370,491132
40010,Austin-Forest Park,2002,10,43,10725,48370,491132
40010,Austin-Forest Park,2002,10,44,7308,48370,491132
40010,Austin-Forest Park,2002,11,44,3044,40987,491132
40010,Austin-Forest Park,2002,11,45,10563,40987,491132
40010,Austin-Forest Park,2002,11,46,9992,40987,491132
40010,Austin-Forest Park,2002,11,47,10360,40987,491132
40010,Austin-Forest Park,2002,11,48,7028,40987,491132
40010,Austin-Forest Park,2002,12,1,2665,38050,491132
40010,Austin-Forest Park,2002,12,48,459,38050,491132
40010,Austin-Forest Park,2002,12,49,9854,38050,491132
40010,Austin-Forest Park,2002,12,50,9729,38050,491132
40010,Austin-Forest Park,2002,12,51,9342,38050,491132
40010,Austin-Forest Park,2002,12,52,6001,38050,491132
40010,Austin-Forest Park,2003,1,1,4505,39029,500034
40010,Austin-Forest Park,2003,1,2,9071,39029,500034
40010,Austin-Forest Park,2003,1,3,9183,39029,500034
40010,Austin-Forest Park,2003,1,4,8208,39029,500034
40010,Austin-Forest Park,2003,1,5,8062,39029,500034
40010,Austin-Forest Park,2003,2,5,1203,37134,500034
40010,Austin-Forest Park,2003,2,6,9369,37134,500034
40010,Austin-Forest Park,2003,2,7,9222,37134,500034
40010,Austin-Forest Park,2003,2,8,9270,37134,500034
40010,Austin-Forest Park,2003,2,9,8070,37134,500034
40010,Austin-Forest Park,2003,3,9,1154,40162,500034
40010,Austin-Forest Park,2003,3,10,9104,40162,500034
40010,Austin-Forest Park,2003,3,11,9716,40162,500034
40010,Austin-Forest Park,2003,3,12,9224,40162,500034
40010,Austin-Forest Park,2003,3,13,9268,40162,500034
40010,Austin-Forest Park,2003,3,14,1696,40162,500034
40010,Austin-Forest Park,2003,4,14,7802,40902,500034
40010,Austin-Forest Park,2003,4,15,9595,40902,500034
40010,Austin-Forest Park,2003,4,16,9026,40902,500034
40010,Austin-Forest Park,2003,4,17,9672,40902,500034
40010,Austin-Forest Park,2003,4,18,4807,40902,500034
40010,Austin-Forest Park,2003,5,18,4543,40784,500034
40010,Austin-Forest Park,2003,5,19,9563,40784,500034
40010,Austin-Forest Park,2003,5,20,9424,40784,500034
40010,Austin-Forest Park,2003,5,21,9396,40784,500034
40010,Austin-Forest Park,2003,5,22,7858,40784,500034
40010,Austin-Forest Park,2003,6,22,550,42560,500034
40010,Austin-Forest Park,2003,6,23,9704,42560,500034
40010,Austin-Forest Park,2003,6,24,9713,42560,500034
40010,Austin-Forest Park,2003,6,25,9941,42560,500034
40010,Austin-Forest Park,2003,6,26,10759,42560,500034
40010,Austin-Forest Park,2003,6,27,1893,42560,500034
40010,Austin-Forest Park,2003,7,27,8390,45370,500034
40010,Austin-Forest Park,2003,7,28,9823,45370,500034
40010,Austin-Forest Park,2003,7,29,10207,45370,500034
40010,Austin-Forest Park,2003,7,30,10273,45370,500034
40010,Austin-Forest Park,2003,7,31,6677,45370,500034
40010,Austin-Forest Park,2003,8,31,3202,42389,500034
40010,Austin-Forest Park,2003,8,32,9511,42389,500034
40010,Austin-Forest Park,2003,8,33,9849,42389,500034
40010,Austin-Forest Park,2003,8,34,9739,42389,500034
40010,Austin-Forest Park,2003,8,35,10088,42389,500034
40010,Austin-Forest Park,2003,9,36,9525,46266,500034
40010,Austin-Forest Park,2003,9,37,11191,46266,500034
40010,Austin-Forest Park,2003,9,38,11026,46266,500034
40010,Austin-Forest Park,2003,9,39,10783,46266,500034
40010,Austin-Forest Park,2003,9,40,3741,46266,500034
40010,Austin-Forest Park,2003,10,40,6889,47497,500034
40010,Austin-Forest Park,2003,10,41,10997,47497,500034
40010,Austin-Forest Park,2003,10,42,10198,47497,500034
40010,Austin-Forest Park,2003,10,43,10432,47497,500034
40010,Austin-Forest Park,2003,10,44,8981,47497,500034
40010,Austin-Forest Park,2003,11,44,1335,39320,500034
40010,Austin-Forest Park,2003,11,45,10038,39320,500034
40010,Austin-Forest Park,2003,11,46,10056,39320,500034
40010,Austin-Forest Park,2003,11,47,10304,39320,500034
40010,Austin-Forest Park,2003,11,48,7587,39320,500034
40010,Austin-Forest Park,2003,12,1,3719,38621,500034
40010,Austin-Forest Park,2003,12,49,10024,38621,500034
40010,Austin-Forest Park,2003,12,50,9556,38621,500034
40010,Austin-Forest Park,2003,12,51,9207,38621,500034
40010,Austin-Forest Park,2003,12,52,6115,38621,500034
40010,Austin-Forest Park,2004,1,1,2795,36499,484622
40010,Austin-Forest Park,2004,1,2,8283,36499,484622
40010,Austin-Forest Park,2004,1,3,9074,36499,484622
40010,Austin-Forest Park,2004,1,4,8145,36499,484622
40010,Austin-Forest Park,2004,1,5,8202,36499,484622
40010,Austin-Forest Park,2004,2,5,443,36985,484622
40010,Austin-Forest Park,2004,2,6,9151,36985,484622
40010,Austin-Forest Park,2004,2,7,8978,36985,484622
40010,Austin-Forest Park,2004,2,8,8955,36985,484622
40010,Austin-Forest Park,2004,2,9,9458,36985,484622
40010,Austin-Forest Park,2004,3,10,9091,41492,484622
40010,Austin-Forest Park,2004,3,11,9456,41492,484622
40010,Austin-Forest Park,2004,3,12,9215,41492,484622
40010,Austin-Forest Park,2004,3,13,8913,41492,484622
40010,Austin-Forest Park,2004,3,14,4817,41492,484622
40010,Austin-Forest Park,2004,4,14,4385,40409,484622
40010,Austin-Forest Park,2004,4,15,8956,40409,484622
40010,Austin-Forest Park,2004,4,16,9379,40409,484622
40010,Austin-Forest Park,2004,4,17,9515,40409,484622
40010,Austin-Forest Park,2004,4,18,8174,40409,484622
40010,Austin-Forest Park,2004,5,18,1224,38337,484622
40010,Austin-Forest Park,2004,5,19,9495,38337,484622
40010,Austin-Forest Park,2004,5,20,9067,38337,484622
40010,Austin-Forest Park,2004,5,21,9101,38337,484622
40010,Austin-Forest Park,2004,5,22,8954,38337,484622
40010,Austin-Forest Park,2004,5,23,496,38337,484622
40010,Austin-Forest Park,2004,6,23,7915,41805,484622
40010,Austin-Forest Park,2004,6,24,9356,41805,484622
40010,Austin-Forest Park,2004,6,25,9537,41805,484622
40010,Austin-Forest Park,2004,6,26,9879,41805,484622
40010,Austin-Forest Park,2004,6,27,5118,41805,484622
40010,Austin-Forest Park,2004,7,27,4972,41316,484622
40010,Austin-Forest Park,2004,7,28,8369,41316,484622
40010,Austin-Forest Park,2004,7,29,9732,41316,484622
40010,Austin-Forest Park,2004,7,30,9365,41316,484622
40010,Austin-Forest Park,2004,7,31,8878,41316,484622
40010,Austin-Forest Park,2004,8,31,583,41623,484622
40010,Austin-Forest Park,2004,8,32,9364,41623,484622
40010,Austin-Forest Park,2004,8,33,9304,41623,484622
40010,Austin-Forest Park,2004,8,34,9401,41623,484622
40010,Austin-Forest Park,2004,8,35,9555,41623,484622
40010,Austin-Forest Park,2004,8,36,3416,41623,484622
40010,Austin-Forest Park,2004,9,36,6754,43753,484622
40010,Austin-Forest Park,2004,9,37,9096,43753,484622
40010,Austin-Forest Park,2004,9,38,10427,43753,484622
40010,Austin-Forest Park,2004,9,39,10317,43753,484622
40010,Austin-Forest Park,2004,9,40,7159,43753,484622
40010,Austin-Forest Park,2004,10,40,3143,44141,484622
40010,Austin-Forest Park,2004,10,41,10641,44141,484622
40010,Austin-Forest Park,2004,10,42,10010,44141,484622
40010,Austin-Forest Park,2004,10,43,10207,44141,484622
40010,Austin-Forest Park,2004,10,44,10140,44141,484622
40010,Austin-Forest Park,2004,11,45,10263,41430,484622
40010,Austin-Forest Park,2004,11,46,9959,41430,484622
40010,Austin-Forest Park,2004,11,47,10220,41430,484622
40010,Austin-Forest Park,2004,11,48,7567,41430,484622
40010,Austin-Forest Park,2004,11,49,3421,41430,484622
40010,Austin-Forest Park,2004,12,49,6495,36832,484622
40010,Austin-Forest Park,2004,12,50,9630,36832,484622
40010,Austin-Forest Park,2004,12,51,9034,36832,484622
40010,Austin-Forest Park,2004,12,52,6116,36832,484622
40010,Austin-Forest Park,2004,12,53,5557,36832,484622
40010,Austin-Forest Park,2005,1,1,8559,37816,490057
40010,Austin-Forest Park,2005,1,2,9268,37816,490057
40010,Austin-Forest Park,2005,1,3,8341,37816,490057
40010,Austin-Forest Park,2005,1,4,9093,37816,490057
40010,Austin-Forest Park,2005,1,5,1611,37816,490057
40010,Austin-Forest Park,2005,1,53,944,37816,490057
40010,Austin-Forest Park,2005,2,5,8018,37557,490057
40010,Austin-Forest Park,2005,2,6,9638,37557,490057
40010,Austin-Forest Park,2005,2,7,9315,37557,490057
40010,Austin-Forest Park,2005,2,8,8927,37557,490057
40010,Austin-Forest Park,2005,2,9,1659,37557,490057
40010,Austin-Forest Park,2005,3,9,7645,41097,490057
40010,Austin-Forest Park,2005,3,10,9238,41097,490057
40010,Austin-Forest Park,2005,3,11,9525,41097,490057
40010,Austin-Forest Park,2005,3,12,8091,41097,490057
40010,Austin-Forest Park,2005,3,13,6598,41097,490057
40010,Austin-Forest Park,2005,4,13,2840,41197,490057
40010,Austin-Forest Park,2005,4,14,9773,41197,490057
40010,Austin-Forest Park,2005,4,15,9799,41197,490057
40010,Austin-Forest Park,2005,4,16,9557,41197,490057
40010,Austin-Forest Park,2005,4,17,9228,41197,490057
40010,Austin-Forest Park,2005,5,17,500,40202,490057
40010,Austin-Forest Park,2005,5,18,9477,40202,490057
40010,Austin-Forest Park,2005,5,19,9227,40202,490057
40010,Austin-Forest Park,2005,5,20,9336,40202,490057
40010,Austin-Forest Park,2005,5,21,9458,40202,490057
40010,Austin-Forest Park,2005,5,22,2204,40202,490057
40010,Austin-Forest Park,2005,6,22,6279,42770,490057
40010,Austin-Forest Park,2005,6,23,9723,42770,490057
40010,Austin-Forest Park,2005,6,24,9820,42770,490057
40010,Austin-Forest Park,2005,6,25,10161,42770,490057
40010,Austin-Forest Park,2005,6,26,6787,42770,490057
40010,Austin-Forest Park,2005,7,26,4084,41285,490057
40010,Austin-Forest Park,2005,7,27,8488,41285,490057
40010,Austin-Forest Park,2005,7,28,9807,41285,490057
40010,Austin-Forest Park,2005,7,29,9644,41285,490057
40010,Austin-Forest Park,2005,7,30,9262,41285,490057
40010,Austin-Forest Park,2005,8,31,9093,42491,490057
40010,Austin-Forest Park,2005,8,32,8959,42491,490057
40010,Austin-Forest Park,2005,8,33,9609,42491,490057
40010,Austin-Forest Park,2005,8,34,9596,42491,490057
40010,Austin-Forest Park,2005,8,35,5234,42491,490057
40010,Austin-Forest Park,2005,9,35,5037,44953,490057
40010,Austin-Forest Park,2005,9,36,9604,44953,490057
40010,Austin-Forest Park,2005,9,37,10801,44953,490057
40010,Austin-Forest Park,2005,9,38,10595,44953,490057
40010,Austin-Forest Park,2005,9,39,8916,44953,490057
40010,Austin-Forest Park,2005,10,39,1466,45005,490057
40010,Austin-Forest Park,2005,10,40,10837,45005,490057
40010,Austin-Forest Park,2005,10,41,10268,45005,490057
40010,Austin-Forest Park,2005,10,42,10494,45005,490057
40010,Austin-Forest Park,2005,10,43,10244,45005,490057
40010,Austin-Forest Park,2005,10,44,1696,45005,490057
40010,Austin-Forest Park,2005,11,44,8480,40006,490057
40010,Austin-Forest Park,2005,11,45,9879,40006,490057
40010,Austin-Forest Park,2005,11,46,9686,40006,490057
40010,Austin-Forest Park,2005,11,47,7082,40006,490057
40010,Austin-Forest Park,2005,11,48,4879,40006,490057
40010,Austin-Forest Park,2005,12,48,4496,35678,490057
40010,Austin-Forest Park,2005,12,49,8979,35678,490057
40010,Austin-Forest Park,2005,12,50,9040,35678,490057
40010,Austin-Forest Park,2005,12,51,7315,35678,490057
40010,Austin-Forest Park,2005,12,52,5848,35678,490057
40010,Austin-Forest Park,2006,1,1,7148,38807,500236
40010,Austin-Forest Park,2006,1,2,9374,38807,500236
40010,Austin-Forest Park,2006,1,3,8769,38807,500236
40010,Austin-Forest Park,2006,1,4,9839,38807,500236
40010,Austin-Forest Park,2006,1,5,3342,38807,500236
40010,Austin-Forest Park,2006,1,52,335,38807,500236
40010,Austin-Forest Park,2006,2,5,6132,36653,500236
40010,Austin-Forest Park,2006,2,6,9270,36653,500236
40010,Austin-Forest Park,2006,2,7,9032,36653,500236
40010,Austin-Forest Park,2006,2,8,9071,36653,500236
40010,Austin-Forest Park,2006,2,9,3148,36653,500236
40010,Austin-Forest Park,2006,3,9,5840,41809,500236
40010,Austin-Forest Park,2006,3,10,9816,41809,500236
40010,Austin-Forest Park,2006,3,11,9367,41809,500236
40010,Austin-Forest Park,2006,3,12,8763,41809,500236
40010,Austin-Forest Park,2006,3,13,8023,41809,500236
40010,Austin-Forest Park,2006,4,13,1185,39782,500236
40010,Austin-Forest Park,2006,4,14,9858,39782,500236
40010,Austin-Forest Park,2006,4,15,9278,39782,500236
40010,Austin-Forest Park,2006,4,16,9908,39782,500236
40010,Austin-Forest Park,2006,4,17,9553,39782,500236
40010,Austin-Forest Park,2006,5,18,10317,42380,500236
40010,Austin-Forest Park,2006,5,19,9340,42380,500236
40010,Austin-Forest Park,2006,5,20,9441,42380,500236
40010,Austin-Forest Park,2006,5,21,9597,42380,500236
40010,Austin-Forest Park,2006,5,22,3685,42380,500236
40010,Austin-Forest Park,2006,6,22,4691,42461,500236
40010,Austin-Forest Park,2006,6,23,9883,42461,500236
40010,Austin-Forest Park,2006,6,24,9868,42461,500236
40010,Austin-Forest Park,2006,6,25,9544,42461,500236
40010,Austin-Forest Park,2006,6,26,8475,42461,500236
40010,Austin-Forest Park,2006,7,26,1696,41924,500236
40010,Austin-Forest Park,2006,7,27,9840,41924,500236
40010,Austin-Forest Park,2006,7,28,9559,41924,500236
40010,Austin-Forest Park,2006,7,29,9912,41924,500236
40010,Austin-Forest Park,2006,7,30,9419,41924,500236
40010,Austin-Forest Park,2006,7,31,1498,41924,500236
40010,Austin-Forest Park,2006,8,31,7937,43697,500236
40010,Austin-Forest Park,2006,8,32,9478,43697,500236
40010,Austin-Forest Park,2006,8,33,9751,43697,500236
40010,Austin-Forest Park,2006,8,34,9577,43697,500236
40010,Austin-Forest Park,2006,8,35,6954,43697,500236
40010,Austin-Forest Park,2006,9,35,3159,44440,500236
40010,Austin-Forest Park,2006,9,36,9506,44440,500236
40010,Austin-Forest Park,2006,9,37,10850,44440,500236
40010,Austin-Forest Park,2006,9,38,10742,44440,500236
40010,Austin-Forest Park,2006,9,39,10183,44440,500236
40010,Austin-Forest Park,2006,10,39,661,47019,500236
40010,Austin-Forest Park,2006,10,40,10849,47019,500236
40010,Austin-Forest Park,2006,10,41,10115,47019,500236
40010,Austin-Forest Park,2006,10,42,10728,47019,500236
40010,Austin-Forest Park,2006,10,43,10937,47019,500236
40010,Austin-Forest Park,2006,10,44,3729,47019,500236
40010,Austin-Forest Park,2006,11,44,6856,42935,500236
40010,Austin-Forest Park,2006,11,45,10341,42935,500236
40010,Austin-Forest Park,2006,11,46,10469,42935,500236
40010,Austin-Forest Park,2006,11,47,7983,42935,500236
40010,Austin-Forest Park,2006,11,48,7286,42935,500236
40010,Austin-Forest Park,2006,12,48,2955,38329,500236
40010,Austin-Forest Park,2006,12,49,9777,38329,500236
40010,Austin-Forest Park,2006,12,50,9967,38329,500236
40010,Austin-Forest Park,2006,12,51,9044,38329,500236
40010,Austin-Forest Park,2006,12,52,6586,38329,500236
40010,Austin-Forest Park,2007,1,1,7444,39885,498727
40010,Austin-Forest Park,2007,1,2,9147,39885,498727
40010,Austin-Forest Park,2007,1,3,8946,39885,498727
40010,Austin-Forest Park,2007,1,4,9515,39885,498727
40010,Austin-Forest Park,2007,1,5,4833,39885,498727
40010,Austin-Forest Park,2007,2,5,4044,34561,498727
40010,Austin-Forest Park,2007,2,6,8257,34561,498727
40010,Austin-Forest Park,2007,2,7,8774,34561,498727
40010,Austin-Forest Park,2007,2,8,8819,34561,498727
40010,Austin-Forest Park,2007,2,9,4667,34561,498727
40010,Austin-Forest Park,2007,3,9,4226,40563,498727
40010,Austin-Forest Park,2007,3,10,9054,40563,498727
40010,Austin-Forest Park,2007,3,11,9698,40563,498727
40010,Austin-Forest Park,2007,3,12,9348,40563,498727
40010,Austin-Forest Park,2007,3,13,8237,40563,498727
40010,Austin-Forest Park,2007,4,13,507,40003,498727
40010,Austin-Forest Park,2007,4,14,8742,40003,498727
40010,Austin-Forest Park,2007,4,15,9365,40003,498727
40010,Austin-Forest Park,2007,4,16,9893,40003,498727
40010,Austin-Forest Park,2007,4,17,9856,40003,498727
40010,Austin-Forest Park,2007,4,18,1640,40003,498727
40010,Austin-Forest Park,2007,5,18,8559,43592,498727
40010,Austin-Forest Park,2007,5,19,10042,43592,498727
40010,Austin-Forest Park,2007,5,20,9705,43592,498727
40010,Austin-Forest Park,2007,5,21,9585,43592,498727
40010,Austin-Forest Park,2007,5,22,5701,43592,498727
40010,Austin-Forest Park,2007,6,22,3132,42447,498727
40010,Austin-Forest Park,2007,6,23,10078,42447,498727
40010,Austin-Forest Park,2007,6,24,9934,42447,498727
40010,Austin-Forest Park,2007,6,25,9913,42447,498727
40010,Austin-Forest Park,2007,6,26,9390,42447,498727
40010,Austin-Forest Park,2007,7,26,812,43838,498727
40010,Austin-Forest Park,2007,7,27,10163,43838,498727
40010,Austin-Forest Park,2007,7,28,9965,43838,498727
40010,Austin-Forest Park,2007,7,29,9913,43838,498727
40010,Austin-Forest Park,2007,7,30,9696,43838,498727
40010,Austin-Forest Park,2007,7,31,3289,43838,498727
40010,Austin-Forest Park,2007,8,31,6524,43933,498727
40010,Austin-Forest Park,2007,8,32,9659,43933,498727
40010,Austin-Forest Park,2007,8,33,9444,43933,498727
40010,Austin-Forest Park,2007,8,34,9324,43933,498727
40010,Austin-Forest Park,2007,8,35,8982,43933,498727
40010,Austin-Forest Park,2007,9,35,1545,43624,498727
40010,Austin-Forest Park,2007,9,36,9550,43624,498727
40010,Austin-Forest Park,2007,9,37,10843,43624,498727
40010,Austin-Forest Park,2007,9,38,10970,43624,498727
40010,Austin-Forest Park,2007,9,39,10716,43624,498727
40010,Austin-Forest Park,2007,10,40,11151,48237,498727
40010,Austin-Forest Park,2007,10,41,10356,48237,498727
40010,Austin-Forest Park,2007,10,42,10784,48237,498727
40010,Austin-Forest Park,2007,10,43,10483,48237,498727
40010,Austin-Forest Park,2007,10,44,5463,48237,498727
40010,Austin-Forest Park,2007,11,44,5083,41879,498727
40010,Austin-Forest Park,2007,11,45,10241,41879,498727
40010,Austin-Forest Park,2007,11,46,10338,41879,498727
40010,Austin-Forest Park,2007,11,47,7604,41879,498727
40010,Austin-Forest Park,2007,11,48,8613,41879,498727
40010,Austin-Forest Park,2007,12,1,986,36165,498727
40010,Austin-Forest Park,2007,12,48,1229,36165,498727
40010,Austin-Forest Park,2007,12,49,9717,36165,498727
40010,Austin-Forest Park,2007,12,50,9693,36165,498727
40010,Austin-Forest Park,2007,12,51,8861,36165,498727
40010,Austin-Forest Park,2007,12,52,5679,36165,498727
40010,Austin-Forest Park,2008,1,1,5520,39764,561885
40010,Austin-Forest Park,2008,1,2,9453,39764,561885
40010,Austin-Forest Park,2008,1,3,9399,39764,561885
40010,Austin-Forest Park,2008,1,4,8613,39764,561885
40010,Austin-Forest Park,2008,1,5,6779,39764,561885
40010,Austin-Forest Park,2008,2,5,2763,39435,561885
40010,Austin-Forest Park,2008,2,6,9585,39435,561885
40010,Austin-Forest Park,2008,2,7,9710,39435,561885
40010,Austin-Forest Park,2008,2,8,8978,39435,561885
40010,Austin-Forest Park,2008,2,9,8399,39435,561885
40010,Austin-Forest Park,2008,3,9,1207,40695,561885
40010,Austin-Forest Park,2008,3,10,9304,40695,561885
40010,Austin-Forest Park,2008,3,11,10280,40695,561885
40010,Austin-Forest Park,2008,3,12,9123,40695,561885
40010,Austin-Forest Park,2008,3,13,9098,40695,561885
40010,Austin-Forest Park,2008,3,14,1683,40695,561885
40010,Austin-Forest Park,2008,4,14,8617,45262,561885
40010,Austin-Forest Park,2008,4,15,10054,45262,561885
40010,Austin-Forest Park,2008,4,16,10403,45262,561885
40010,Austin-Forest Park,2008,4,17,10662,45262,561885
40010,Austin-Forest Park,2008,4,18,5526,45262,561885
40010,Austin-Forest Park,2008,5,18,5268,46297,561885
40010,Austin-Forest Park,2008,5,19,10665,46297,561885
40010,Austin-Forest Park,2008,5,20,10894,46297,561885
40010,Austin-Forest Park,2008,5,21,10661,46297,561885
40010,Austin-Forest Park,2008,5,22,8809,46297,561885
40010,Austin-Forest Park,2008,6,22,705,48187,561885
40010,Austin-Forest Park,2008,6,23,11284,48187,561885
40010,Austin-Forest Park,2008,6,24,11251,48187,561885
40010,Austin-Forest Park,2008,6,25,11091,48187,561885
40010,Austin-Forest Park,2008,6,26,11839,48187,561885
40010,Austin-Forest Park,2008,6,27,2017,48187,561885
40010,Austin-Forest Park,2008,7,27,9825,52618,561885
40010,Austin-Forest Park,2008,7,28,11420,52618,561885
40010,Austin-Forest Park,2008,7,29,11657,52618,561885
40010,Austin-Forest Park,2008,7,30,11962,52618,561885
40010,Austin-Forest Park,2008,7,31,7754,52618,561885
40010,Austin-Forest Park,2008,8,31,3677,49882,561885
40010,Austin-Forest Park,2008,8,32,11285,49882,561885
40010,Austin-Forest Park,2008,8,33,11381,49882,561885
40010,Austin-Forest Park,2008,8,34,11469,49882,561885
40010,Austin-Forest Park,2008,8,35,12070,49882,561885
40010,Austin-Forest Park,2008,9,36,10615,52827,561885
40010,Austin-Forest Park,2008,9,37,12050,52827,561885
